bls302_code,name_de,name_en,kcal_100g,water_g_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,sodium_mg_100g
Y569002,Geflügelfleischgerichte / Hähnchenschenkel (0),Poultry dishes/chicken leg (0),172,67.51,16.675,10.22,3.306,0.419,278
Y569122,Hähnchenschenkel (2),Chicken leg (2),247,60.502,18.769,19.266,0.055,0.02,224
Y569213,Hühnerbrühe (Standardrezeptur),Chicken stock (standard recipe),80,86.37,6.475,5.852,0.376,0.395,110
Y569313,Hühnerbrühe mit Nudeln (Standardrezeptur),Chicken stock with noodles (standard recipe),21,93.904,0.946,0.129,3.958,0.304,297
Y569412,Hühnerfrikassee (Standardrezeptur),Chicken fricassee (standard recipe),80,86.809,5.987,5.975,0.592,0.108,121
Y569523,Hähnchenschenkel in Currysoße (2),Chicken leg in curry sauce (2),100,80.172,11.653,5.019,2.141,0.165,158
Y569533,Hähnchenstückchen in Curryjoghurt (3),Chicken nuggets in curry-yogurt (3),172,67.51,16.675,10.22,3.306,0.419,278
Y569623,Hähnchenschenkel mit Soße mexikanische Art (2),Chicken leg with sauce Mexican style (2),103,81.153,10.597,6.521,0.645,0.269,153
Y569633,Huhn mit Soße mexikanische Art (3),Chicken with sauce Mexican style (3),133,75.856,12.471,8.284,1.41,0.45,179
Y569712,Hähnchenkeule (Standardrezeptur),Chicken leg (prepared with deep-frozen leg) (standard recipe),221,63.142,19.581,16.001,0.025,0.009,152
Y569812,Hähnchenschlegel (Standardrezeptur),Chicken leg (prepared with raw leg) (standard recipe),242,60.948,18.906,18.703,0.051,0.019,216
Y570003,Entenfleischgerichte (0),Duck dishes with sauce (0),199,66.942,11.297,15.323,3.507,1.252,218
Y576113,"Ente gebraten, mit Orangen und Soße (1)","Duck fried, with oranges and sauce (1)",169,71.956,11.256,11.751,1.866,0.388,168
Y576133,"Ente gebraten, mit Soße (3)","Duck fried, with sauce (3)",199,66.942,11.297,15.323,3.507,1.252,218
Y576212,Mastente Vierländer (1),"Fattened duck ""Vierländer"" (1)",183,57.806,11.893,5.211,21.242,1.537,199
Y576312,Ente gebraten (zubereitet mit Fett und Salz),Duck fried (prepared with fat and salt),221,63.326,18.974,16.288,0.0,0.0,250
Y580002,Putenfleischgerichte (0),Turkey dishes (0),75,81.901,12.025,1.926,2.137,0.628,237
Y580013,"Putenbraten geschmort, mit Soße (1)","Turkey roast braised, with sauce (1)",125,74.728,16.158,5.487,1.008,0.348,181
Y580033,Putenbraten gefüllt mit Soße (3),"Turkey roast, filled, with sauce (3)",125,73.645,17.413,5.374,1.736,0.234,299
Y581233,"Pute gebraten, mit Kastanienfüllung und Preiselbeersoße (3)","Turkey fried, with chestnut filling and lingonberry sauce (3)",167,69.025,14.063,10.288,4.698,0.686,222
Y582123,Putenbrust gebraten mit Tomatensoße (2),Turkey breast fried in tomato sauce (2),75,81.901,12.025,1.926,2.137,0.628,237
Y583132,Putenschnitzel paniert italienische Art (3),Turkey schnitzel breaded Italian style (3),182,63.846,18.622,8.854,6.865,0.321,241
Y583212,Putenschnitzel natur (Standardrezeptur),Turkey schnitzel unbreaded (standard recipe),134,69.926,24.116,4.063,0.014,0.005,361
Y583312,Putenschnitzel paniert (Standardrezeptur),Turkey schnitzel breaded (standard recipe),204,56.79,19.521,8.087,13.118,0.854,289
Y584123,Putenragout mit saurer Sahne (2),Turkey ragout with sour cream (2),130,75.728,12.085,7.839,2.845,0.361,208
Y584223,Putenragout mit Tomaten und Champignons (2),Turkey ragout with tomatoes and button mushrooms (2),92,81.149,10.415,4.377,2.706,0.342,217
Y584323,Putenfrikassee mit Spargel und Erbsen (2),Turkey fricassee with asparagus and peas (2),112,78.686,10.162,6.129,3.105,0.491,206
Y584412,Putengeschnetzeltes mit Weißwein (Standardrezeptur),Turkey ragout with white wine (standard recipe),122,77.02,12.085,6.675,1.482,0.194,292
Y584512,Putengeschnetzeltes mit Paprika (Standardrezeptur),Turkey ragout with sweet pepper (standard recipe),114,77.644,11.628,6.534,2.173,0.615,279
Y585002,Gänsefleischgerichte (0),Goose dishes (0),187,67.821,15.094,13.418,1.76,0.572,261
Y586113,Gänsebraten mit Soße (1),Goose roast with sauce (1),224,62.91,15.237,17.256,2.24,0.668,421
Y586123,Gänsebraten mit Soße (2),Goose roast with sauce (2),168,69.359,13.444,10.879,4.191,0.587,314
Y586133,Gänsebraten mit Soße (3),Goose roast with sauce (3),187,67.821,15.094,13.418,1.76,0.572,261
Y587132,Gänseleber Fürstenberg (3),"Goose liver ""Fürstenberg"" (3)",153,68.058,8.264,7.317,13.29,1.273,213
Y589113,"Gänsekeule überbacken, mit Soße (1)",Gratinated goose leg with sauce (1),132,76.567,9.2,8.905,3.856,0.314,193
Y590112,Brathähnchen Brustfilet im Ausbackteig frittiert (zubereitet ohne Fett),Chicken breast fillet in frying batter deep-fried (prepared without fat),181,63.153,15.816,7.69,12.06,0.457,77
Y591112,Brathähnchen Brustfilet paniert gebraten,Chicken breast fillet breaded fried,228,52.805,19.67,9.83,15.106,0.969,287
Y592112,Brathähnchen Flügel mariniert im Ausbackteig frittiert (zubereitet ohne Fett),"Chicken wings marinated, in frying batter deep-fried (prepared without fat)",252,56.204,12.851,16.762,12.349,0.583,145
Y593112,Ente Fleisch im Ausbackteig frittiert (zubereitet ohne Fett),Duck meat in frying batter deep-fried (prepared without fat),248,56.937,11.874,15.245,12.395,0.465,134
Y594112,Hähnchenschnitzel paniert,Chicken schnitzel breaded,260,47.067,15.855,11.692,22.786,1.252,265
Y595112,Putenschnitzel paniert,Turkey schnitzel breaded,260,47.067,15.855,11.692,22.786,1.252,265
Y596012,Wildschwein Fleisch gekocht (zubereitet mit Fett und Salz),Wild boar meat boiled (prepared with fat and salt),172,68.644,20.032,10.285,0.016,0.0,208
Y597012,Ente Fleisch mit Haut gekocht (zubereitet mit Fett und Salz),Duck meat with skin boiled (prepared with fat and salt),181,68.121,19.229,11.58,0.018,0.0,179
Y598012,Pute Schenkel gekocht (zubereitet mit Fett und Salz),Turkey leg boiled (prepared with fat and salt),132,72.638,20.926,5.333,0.016,0.0,201
Y599012,Brathähnchen Schenkel gekocht (zubereitet mit Fett und Salz),Chicken leg boiled (prepared with fat and salt),157,71.08,18.463,9.303,0.017,0.0,196
Y599112,Wrap gefüllt mit Salat und Hähnchenfleisch,Wrap filled with salad and chicken meat,160,63.838,8.702,5.109,19.394,1.216,303
Y600002,Fischgerichte (0),Fish dishes (0),112,77.154,16.472,5.075,0.022,0.008,45
Y610002,"Gerichte von Heringsfischen, Makrelen und Thunfischen (0)",Dishes of herrings mackerels tunas (0),253,58.125,15.79,19.196,4.537,0.439,253
Y610112,Fischburger,Fish burger,250,41.084,12.373,5.848,36.459,2.316,555
Y610232,Heringsfilet paniert gebraten (3),Herring fillet breaded fried (3),271,53.139,16.364,18.854,9.119,0.605,281
Y610333,Hering im Teigmantel (3),Herring in batter (3),254,52.731,13.707,15.545,15.02,1.148,232
Y610412,Heringsfilet gegrillt (1),Herring fillet grilled (1),269,56.962,19.697,21.435,0.0,0.0,290
Y610512,Matjes-Brötchen,Matjes herring roll,213,43.264,12.25,5.237,28.762,1.92,3087
Y610610,Matjes mit Zwiebeln (1),Matjes herring with onions (1),243,51.965,14.075,20.818,0.547,0.156,4679
Y610712,Backfisch-Brötchen,Fried fish roll,193,54.779,13.441,4.487,24.004,1.477,389
Y610810,Heringsfilet in saurer Sahne (1),Herring fillet in sour cream (1),158,67.868,9.967,11.57,3.283,0.566,2079
Y610920,Heringsstip (2),"Herring in sauce ""Heringsstip"" (2)",237,61.186,9.439,21.055,2.974,0.378,1592
Y611012,Matjesfilet nach Hausfrauenart (Standardrezeptur),Matjes herring fillet homemade (standard recipe),195,69.089,5.787,17.587,3.635,0.386,1041
Y611110,Matjeshering nach Hausfrauenart (1),Matjes herring homemade (1),169,67.657,7.533,14.063,2.84,0.43,2397
Y611220,Matjesfilet (2),Matjes herring fillet (2),240,52.552,13.889,20.492,0.588,0.216,4604
Y611312,Heringssalat mit saure Sahne (Standardrezeptur),Herring salad with sour cream (standard recipe),117,75.895,4.793,7.128,8.059,0.723,842
Y611410,Sahnehering,Herring in cream,129,74.214,7.423,10.573,0.975,0.126,2177
Y611632,Brathering abgetropft (3),Fried herring drained (3),253,58.125,15.79,19.196,4.537,0.439,253
Y611813,Hering in Tomatensoße gegart (1),Herring in tomato sauce cooked (1),122,78.749,7.328,8.975,3.115,0.621,152
Y612110,Rollmöpse abgetropft (1),Herring fillet rolled pickled drained (1),140,66.292,12.32,9.568,1.319,0.503,3535
Y612130,Rollmöpse mit saurer Sahne (3),Herring fillet rolled pickled with sour cream (3),171,69.292,8.811,14.14,2.116,0.189,1688
Y612213,Heringsrollen in Sahnesoße (1),Herring rolls in cream sauce (1),206,64.921,10.961,14.223,6.397,0.481,262
Y612312,Hering grün auf dem Rost (1),Green herring grilled (1),266,57.556,19.134,21.262,0.015,0.0,310
Y612413,Heringe mit Meerrettichsoße (1),Herrings with horseradish sauce (1),197,66.834,12.586,14.477,4.431,0.31,113
Y613132,"Makrele paniert, gebraten (3)","Mackerel breaded, fried (3)",236,56.971,16.822,14.649,9.164,0.608,258
Y613312,"Makrele gedünstet, pikante Art (1)","Mackerel stewed, savoury style (1)",188,67.744,14.744,13.973,1.082,0.536,237
Y614132,"Thunfisch paniert, gebraten (3)","Tuna breaded, fried (3)",273,51.846,18.768,18.079,9.067,0.604,231
Y614212,Thunfischbraten (1),Tuna roast (1),252,57.468,19.912,17.921,2.806,0.149,233
Y614323,Thunfisch in Weißweinsoße (2),Tuna in white wine sauce (2),155,74.038,8.249,11.491,4.199,0.463,169
Y614443,Thunfisch überbacken (4),Tuna gratinated (4),213,66.292,9.826,17.256,4.48,0.319,287
Y614533,Thunfisch vom Grill (3),Tuna grilled (3),248,57.641,22.576,17.417,0.529,0.13,283
Y614633,Thunfisch Matrosenart (3),Tuna sailor style (3),202,64.573,13.952,14.409,4.16,1.11,300
Y614733,Thunfisch sizilianische Art (3),Tuna Sicilian style (3),254,59.753,17.614,19.06,0.286,0.037,210
Y615032,Sardellen gefüllt (3),Anchovies filled (3),201,60.198,17.696,10.364,9.166,0.475,324
Y616033,Sardinen neapolitanische Art (3),Sardines Neapolitan style (3),119,75.009,15.917,5.691,0.916,0.458,278
Y616133,Sardinen gefüllt (3),Sardines filled (3),165,68.48,15.413,10.347,2.586,0.972,293
Y616233,"Sardinen in Weißwein, gebacken (3)","Sardines in white wine, baked (3)",183,67.651,17.494,11.686,0.098,0.008,270
Y616333,Sardinentorte (3),Sardine tart (3),186,62.569,17.606,9.522,7.287,0.685,287
Y616433,"Sardinen mit Fenchel, gebacken (3)","Sardines with fennel, baked (3)",131,74.515,13.262,7.386,2.012,0.651,198
Y620000,Gerichte von dorschartigen Fischen (0),Dishes of cod-like fish (0),94,79.143,10.624,3.99,3.844,0.885,234
Y621712,Kabeljau auf Chinagemüse (1),Cod on Chinese vegetables (1),64,81.215,10.362,1.906,1.195,3.313,225
Y621922,"Kabeljau gebraten, mit gedämpftem Gemüse (2)","Cod fried, with steamed vegetables (2)",94,79.143,10.624,3.99,3.844,0.885,234
Y622112,Kabeljau gekocht (1),Cod boiled (1),69,81.965,15.158,0.694,0.39,0.162,231
Y622122,Kabeljau gekocht (2),Cod boiled (2),69,82.122,15.075,0.701,0.381,0.132,223
Y622132,Kabeljau gekocht (3),Cod boiled (3),55,86.023,10.964,0.53,0.334,0.165,193
Y622232,Kabeljau paniert gebraten (3),Cod breaded fried (3),170,64.642,16.257,7.499,9.234,0.615,255
Y622333,Kabeljaufilet gebraten mit pikanter Soße (3),Cod fillet fried with savoury sauce (3),123,75.012,13.629,6.279,2.605,0.467,243
Y622412,Kabeljaufilet gekocht (Standardrezeptur),Cod fillet boiled (standard recipe),66,83.095,13.895,0.661,0.708,0.243,66
Y622512,Kabeljaufilet paniert (Standardrezeptur),Cod fillet breaded (standard recipe),197,59.198,15.367,8.785,13.847,0.836,349
Y622633,Kabeljaufilet im Weinsud (3),Cod fillet in wine stock (3),118,79.54,8.741,7.907,1.082,0.216,183
Y622733,"Kabeljaufilet gefüllt, mit Sahnesoße (3)","Cod fillet filled, with cream sauce (3)",153,69.835,17.644,8.009,2.467,0.236,267
Y622812,Kabeljaufilet in Kartoffeln (Standardrezeptur),Cod fillet in potatoes (standard recipe),156,68.681,9.608,7.844,11.349,0.745,113
Y622913,"Kabeljaufilet in der Folie gebacken, mit Gemüse (1)","Cod fillet baked in foil, with vegetables (1)",92,79.458,12.493,3.914,1.558,0.724,261
Y623012,Seelachsfilet gedünstet mit Weißwein (Standardrezeptur),Saithe fillet stewed with white wine (standard recipe),90,80.395,13.424,1.931,0.181,0.006,236
Y623133,Seelachsfilet im Weinsud (3),Saithe fillet in wine stock  (3),129,77.944,9.573,8.855,1.034,0.191,179
Y623223,Seelachs mit Paprikasoße (2),Saithe with sweet pepper sauce (2),104,80.22,10.154,6.003,2.366,0.164,180
Y623312,Seelachsfilet paniert (Standardrezeptur),Saithe fillet breaded (standard recipe),226,57.217,17.006,12.795,10.65,0.627,182
Y623423,Seelachsschnitte mit Gewürzgurken und Soße (2),Saithe slice with gherkins and sauce (2),113,78.934,10.832,6.752,2.232,0.238,170
Y623523,Seelachs-Risotto (2),Saithe with risotto (2),88,79.367,6.527,2.048,10.757,0.356,205
Y623612,Seelachsfilet gedünstet (zubereitet mit Fett und Salz),Saithe fillet stewed (prepared with fat and salt),117,75.532,17.717,5.07,0.018,0.0,253
Y623723,Fischroulade mit Tomatensoße (2),Fish roulade with tomato sauce (2),86,80.929,10.233,3.331,3.76,0.481,198
Y623823,"Seelachsschnitte gedämpft, in Dillsoße (2)","Saithe slice steamed, in dill sauce (2)",95,81.353,8.239,4.535,3.041,0.398,167
Y623912,Seelachs (Köhler) Müllerin gebraten,"Saithe/pollack ""Müllerin"" fried",183,64.34,18.71,9.558,5.542,0.21,253
Y624012,Seelachs (Köhler) paniert gebraten,Saithe/pollack breaded fried,129,69.339,20.968,2.49,5.307,0.202,304
Y624112,Seehecht gekocht (1),Hake boiled (1),83,80.853,14.26,2.647,0.478,0.19,239
Y625112,Schellfisch gekocht (1),Haddock boiled (1),68,82.306,14.885,0.607,0.475,0.189,229
Y625122,Schellfisch gekocht (2),Haddock boiled (2),74,80.934,16.718,0.66,0.055,0.016,258
Y626132,"Leng paniert, gebraten (3)","Ling breaded, fried (3)",166,64.678,17.224,6.495,9.258,0.615,279
Y627112,Sushi,Sushi,306,27.41,11.259,4.351,54.737,1.522,18
Y630002,Gerichte von Plattfischen (0),Dishes of flatfish (0),122,73.96,17.286,5.303,1.23,0.287,365
Y631122,Schollenfilet gebraten (2),Plaice fillet fried (2),158,69.066,17.77,8.261,3.104,0.118,294
Y631132,Schollenfilet (3),Plaice fillet (3),158,70.527,17.4,9.6,0.628,0.07,301
Y631232,Schollenfilet mit Petersilie paniert gebraten (3),Plaice fillet with parsley breaded fried (3),182,64.165,15.406,9.552,8.434,0.574,289
Y631413,Scholle in Weißweinsoße (1),Plaice in white wine sauce (1),85,82.214,9.662,2.393,1.969,0.16,214
Y632132,Speckscholle (3),Plaice and bacon fried (3),188,66.429,14.532,13.098,3.235,0.377,517
Y633132,Seezunge Colbert (3),"Sole ""Colbert"" (3)",155,68.229,17.595,6.986,5.402,0.29,294
Y633212,Seezunge gebraten (1),Sole fried (1),147,70.889,18.016,7.741,1.212,0.281,374
Y633333,Seezungenfilets Prinz Albert (3),"Sole fillets ""Prinz Albert"" (3)",104,78.877,13.885,4.878,0.359,0.041,263
Y633413,Kräuterseezunge (1),Sole prepared with herbs (1),92,81.375,8.404,5.623,1.715,1.223,194
Y633533,Seezungenfilets gratiniert (3),Sole fillets gratinated (3),104,77.708,13.545,4.799,1.663,0.816,212
Y634113,Seezunge in Tomatensoße (1),Sole in tomato sauce (1),71,84.942,8.299,3.134,2.36,0.175,214
Y634233,Seezunge in Weißweinsoße (3),Sole in white wine sauce (3),100,80.178,12.011,4.599,0.641,0.067,227
Y634433,Seezunge Müllerinart (3),Sole Müllerin style (3),136,72.344,18.571,6.302,1.154,0.072,309
Y634533,Seezungenfilets mit Oliven in der Folie gegart (3),Sole fillet with olives cooked in a foil (3),169,69.702,14.73,11.78,1.009,0.935,454
Y634732,Seezunge gegrillt (3),Sole grilled (3),109,75.538,19.043,3.362,0.421,0.09,245
Y635132,"Flunder paniert, gebraten (3)","Flounder breaded, fried (3)",159,66.348,15.361,6.573,9.285,0.616,316
Y635412,Flunder gebraten (1),Flounder fried (1),122,73.96,17.286,5.303,1.23,0.287,365
Y637132,"Heilbutt paniert, gebraten (3)","Halibut breaded, fried (3)",182,62.304,17.942,8.121,9.175,0.611,267
Y637332,Heilbutt gegrillt (3),Halibut grilled (3),167,68.261,19.456,9.624,0.666,0.176,199
Y637422,Heilbutt gekocht (2),Halibut boiled (2),92,77.707,18.78,1.719,0.055,0.016,206
Y637513,Heilbutt amerikanische Art (1),Halibut American style (1),100,77.202,14.737,3.305,2.475,0.457,226
Y637812,Heilbutt gebraten (1),Halibut fried (1),134,70.752,20.927,4.881,1.259,0.31,207
Y638132,"Steinbutt paniert, gebraten (3)","Turbot breaded, fried (3)",166,65.85,15.499,7.326,9.276,0.616,284
Y638212,Steinbutt gebraten (1),Turbot fried (1),113,76.134,17.737,4.434,0.326,0.109,287
Y638232,Steinbutt gebraten (3),Turbot fried (3),111,76.346,17.911,4.153,0.233,0.073,255
Y638332,Steinbutt gekocht (3),Turbot boiled (3),79,81.469,15.344,1.852,0.074,0.031,278
Y638463,Steinbutt Dugleret (6),"Turbot ""Dugleret"" (6)",95,81.934,9.78,5.244,0.986,0.384,203
Y639132,"Rotzunge paniert, gebraten (3)","Pale flounder breaded, fried (3)",159,66.97,14.609,6.898,9.293,0.617,290
Y639212,Rotzunge gebraten (1),Pale flounder fried (1),104,77.516,16.586,3.975,0.318,0.129,290
Y640002,Gerichte von Lachsfischen (0),Dishes of salmon fishes (0),155,67.992,20.344,6.743,2.916,0.185,231
Y640112,Lachs gekocht (1),Salmon boiled (1),163,70.841,16.411,10.638,0.473,0.193,173
Y640132,Lachs gekocht (3),Salmon boiled (3),186,68.093,17.225,13.09,0.106,0.032,177
Y640232,Lachs paniert gebraten (3),Salmon breaded fried (3),170,64.801,16.229,7.392,9.388,0.623,317
Y640312,Lachsfilets gebraten (1),Salmon fillet fried (1),208,63.317,20.656,13.826,0.334,0.164,255
Y640413,Lachs in Sahnesoße,Salmon in cream sauce,182,69.185,14.158,12.584,1.21,0.188,176
Y640432,Gedämpfter Lachs mit Joghurt-Rosmarin-Soße (3),Salmon steamed in yogurt rosemary sauce (3),171,70.344,14.899,12.012,1.116,0.163,163
Y642112,Forelle blau (1),"""Forelle blau"" trout simmered in stock with vinegar (1)",98,77.758,17.889,2.894,0.022,0.009,80
Y642132,Forelle blau (3),"""Forelle blau"" trout simmered in stock with vinegar (3)",98,77.758,17.889,2.894,0.022,0.009,80
Y642232,"Forelle paniert, gebraten (3)","Trout breaded, fried (3)",182,62.285,17.777,8.126,9.348,0.621,251
Y642332,Forellenfilets gebraten (3),Trout fillet fried (3),134,71.355,21.101,5.233,0.235,0.074,267
Y642412,Forelle Müllerinart (1),Trout Müllerin style (whole trout floured fried) (1),155,67.992,20.344,6.743,2.916,0.185,231
Y642510,Forelle Müllerin,"Trout ""Müllerin"" (whole trout floured fried)",152,67.46,21.28,6.202,2.623,0.155,176
Y642632,Forelle Kinross (gefüllt) (3),"Trout ""Kinross"" with filling (3)",145,68.577,17.138,5.513,6.436,0.595,282
Y644112,Renke gekocht (1),Whitefish boiled (1),91,79.571,15.226,3.173,0.387,0.16,291
Y644233,Renke in feinen Kräutern (3),Whitefish in fine herbs with sauce (3),182,70.746,10.996,14.186,2.176,0.278,228
Y646132,Felchenfilets in Mandelkruste (3),Char fillet in almond crust (3),169,67.252,16.176,9.547,4.234,0.714,283
Y646232,Blaufelchen Doria (3),"Char ""Doria"" with cucumber (3)",119,75.694,14.526,5.885,1.912,0.337,313
Y650002,Gerichte von karpfenartigen Fischen (0),Dishes of carp-like fishes (0),112,77.154,16.472,5.075,0.022,0.008,45
Y650112,Karpfen gekocht jüdische Art (1),Carp boiled Jewish style (1),106,77.806,15.352,4.728,0.4,0.166,177
Y650232,"Karpfen paniert, gebraten (3)","Carp breaded, fried (3)",202,60.688,16.692,10.752,9.458,0.633,242
Y650313,Karpfen im Wurzelsud (1),Carp in root vegetable stock (1),61,84.666,7.855,2.364,1.942,1.859,154
Y650412,Karpfen blau (1),"""Karpfen blau"" carp simmered in stock with vinegar (1)",112,77.154,16.472,5.075,0.022,0.008,45
Y650432,Karpfen blau (3),"""Karpfen blau"" carp simmered in stock with vinegar (3)",112,77.154,16.472,5.075,0.022,0.008,45
Y650513,Karpfen polnische Art (1),Carp Polish style (1),113,77.109,10.568,5.323,5.169,0.483,65
Y650633,Karpfen in Biersoße (3),Carp in beer sauce (3),106,77.224,13.406,4.031,3.345,0.327,166
Y650732,Karpfen gegrillt (3),Carp grilled (3),151,70.503,19.826,7.999,0.031,0.006,218
Y650812,Karpfen im Ausbackteig frittiert (zubereitet ohne Fett),Carp in frying batter deep-fried (prepared without fat),195,61.925,12.73,9.228,13.774,0.491,103
Y652112,Schleie gekocht (1),Tench boiled (1),70,81.431,15.163,0.743,0.388,0.161,181
Y652232,"Schleie paniert, gebraten (3)","Tench breaded, fried (3)",165,64.698,16.463,6.677,9.39,0.623,232
Y652313,Schleie in Senfsoße (1),Tench in mustard sauce (1),103,78.856,10.857,5.235,2.377,0.353,201
Y652433,Schleie mit Dillsoße (3),Tench in dill sauce (3),115,74.772,14.522,3.959,3.781,0.316,190
